state,date,cum_covid_cases,cum_covid_deaths,cum_one_vax_dose,covid_cases,covid_deaths,one_vax_dose
Alabama,2020-01-26,0,0,0,0,0,0
Alabama,2020-02-02,0,0,0,0,0,0
Alabama,2020-02-09,0,0,0,0,0,0
Alabama,2020-02-16,0,0,0,0,0,0
Alabama,2020-02-23,0,0,0,0,0,0
Alabama,2020-03-01,0,0,0,0,0,0
Alabama,2020-03-08,0,0,0,0,0,0
Alabama,2020-03-15,28,0,0,28,0,0
Alabama,2020-03-22,180,0,0,152,0,0
Alabama,2020-03-29,880,10,0,700,10,0
Alabama,2020-04-05,1905,45,0,1025,35,0
Alabama,2020-04-12,3667,93,0,1762,48,0
Alabama,2020-04-19,4978,157,0,1311,64,0
Alabama,2020-04-26,6475,219,0,1497,62,0
Alabama,2020-05-03,7977,290,0,1502,71,0
Alabama,2020-05-10,9982,393,0,2005,103,0
Alabama,2020-05-17,12137,488,0,2155,95,0
Alabama,2020-05-24,14676,551,0,2539,63,0
Alabama,2020-05-31,18200,630,0,3524,79,0
Alabama,2020-06-07,20777,692,0,2577,62,0
Alabama,2020-06-14,26182,773,0,5405,81,0
Alabama,2020-06-21,30122,839,0,3940,66,0
Alabama,2020-06-28,36503,919,0,6381,80,0
Alabama,2020-07-05,44022,1007,0,7519,88,0
Alabama,2020-07-12,54781,1121,0,10759,114,0
Alabama,2020-07-19,67733,1287,0,12952,166,0
Alabama,2020-07-26,79948,1473,0,12215,186,0
Alabama,2020-08-02,91458,1627,0,11510,154,0
Alabama,2020-08-09,101466,1768,0,10008,141,0
Alabama,2020-08-16,107667,1898,0,6201,130,0
Alabama,2020-08-23,115485,2013,0,7818,115,0
Alabama,2020-08-30,124944,2162,0,9459,149,0
Alabama,2020-09-06,131690,2276,0,6746,114,0
Alabama,2020-09-13,137861,2351,0,6171,75,0
Alabama,2020-09-20,144325,2437,0,6464,86,0
Alabama,2020-09-27,151604,2506,0,7279,64,0
Alabama,2020-10-04,158717,2558,0,7113,57,0
Alabama,2020-10-11,165414,2664,0,6697,106,0
Alabama,2020-10-18,173002,2788,0,7588,124,0
Alabama,2020-10-25,184723,2866,0,11721,78,0
Alabama,2020-11-01,194458,2973,0,9735,107,0
Alabama,2020-11-08,204665,3084,0,10207,111,0
Alabama,2020-11-15,217822,3248,0,13157,164,0
Alabama,2020-11-22,232506,3457,0,14684,209,0
Alabama,2020-11-29,247229,3577,0,14723,120,0
Alabama,2020-12-06,269877,3889,0,22648,312,0
Alabama,2020-12-13,295631,4102,0,25754,213,0
Alabama,2020-12-20,322452,4389,0,26821,287,0
Alabama,2020-12-27,345628,4691,0,23176,302,0
Alabama,2021-01-03,371934,4873,0,26306,182,0
Alabama,2021-01-10,401900,5334,0,29966,461,0
Alabama,2021-01-17,422598,6120,0,20698,786,0
Alabama,2021-01-24,441170,6660,0,18572,540,0
Alabama,2021-01-31,459639,7688,0,18469,1028,0
Alabama,2021-02-07,472423,8515,0,12784,827,0
Alabama,2021-02-14,480931,9242,477491,8508,727,477491
Alabama,2021-02-21,486843,9592,574095,5912,350,96604
Alabama,2021-02-28,493252,9930,643208,6409,337,69113
Alabama,2021-03-07,499819,10149,721109,6567,219,77901
Alabama,2021-03-14,503673,10327,841394,3854,179,120285
Alabama,2021-03-21,511460,10436,960539,7787,109,119145
Alabama,2021-03-28,514391,10526,1098597,2931,90,138058
Alabama,2021-04-04,516809,10637,1234131,2418,111,135534
Alabama,2021-04-11,518899,10712,1371201,2090,75,137070
Alabama,2021-04-18,522401,10790,1476162,3502,78,104961
Alabama,2021-04-25,526131,10851,1543544,3730,61,67382
Alabama,2021-05-02,528597,10913,1599130,2466,62,55586
Alabama,2021-05-09,530988,10978,1649688,2391,65,50558
Alabama,2021-05-16,540083,11038,1697289,9095,60,47601
Alabama,2021-05-23,542124,11112,1736645,2041,74,39356
Alabama,2021-05-30,543405,11146,1765515,1281,34,28870
Alabama,2021-06-06,545585,11198,1772245,2180,52,6730
Alabama,2021-06-13,547323,11266,1805486,1738,68,33241
Alabama,2021-06-20,548657,11306,1909005,1334,40,103519
Alabama,2021-06-27,549934,11336,1933773,1277,30,24768
Alabama,2021-07-04,551298,11358,1969834,1364,22,36061
Alabama,2021-07-11,554605,11402,1988956,3307,44,19122
Alabama,2021-07-18,560202,11443,2013853,5597,41,24897
Alabama,2021-07-25,570667,11483,2048890,10465,40,35037
Alabama,2021-08-01,587405,11536,2117044,16738,53,68154
Alabama,2021-08-08,607209,11624,2207345,19804,88,90301
Alabama,2021-08-15,634897,11798,2260327,27688,174,52982
Alabama,2021-08-22,663065,12000,2340782,28168,202,80455
Alabama,2021-08-29,691451,12222,2415007,28386,222,74225
Alabama,2021-09-05,722122,12415,2474109,30671,193,59102
Alabama,2021-09-12,747606,12676,2506484,25484,261,32375
Alabama,2021-09-19,770391,13210,2537329,22785,534,30845
Alabama,2021-09-26,789054,14022,2565735,18663,812,28406
Alabama,2021-10-03,800692,14470,2586950,11638,448,21215
Alabama,2021-10-10,808132,14858,2609534,7440,388,22584
Alabama,2021-10-17,814025,15179,2625208,5893,321,15674
Alabama,2021-10-24,820011,15407,2648588,5986,228,23380
Alabama,2021-10-31,832047,15573,2672040,12036,166,23452
Alabama,2021-11-07,836032,15834,2689496,3985,261,17456
Alabama,2021-11-14,839695,15981,2706002,3663,147,16506
Alabama,2021-11-21,842908,16073,2740397,3213,92,34395
Alabama,2021-11-28,845108,16115,2755913,2200,42,15516
Alabama,2021-12-05,848498,16185,2791469,3390,70,35556
Alabama,2021-12-12,852280,16265,2819200,3782,80,27731
Alabama,2021-12-19,857844,16353,2837454,5564,88,18254
Alabama,2021-12-26,868948,16418,2858085,11104,65,20631
Alabama,2022-01-02,909541,16455,2877538,40593,37,19453
Alabama,2022-01-09,978632,16624,2898115,69091,169,20577
Alabama,2022-01-16,1056478,16734,2922396,77846,110,24281
Alabama,2022-01-23,1147194,16826,2969945,90716,92,47549
Alabama,2022-01-30,1212798,17086,2996882,65604,260,26937
Alabama,2022-02-06,1242420,17371,3008488,29622,285,11606
Alabama,2022-02-13,1263072,17571,3018303,20652,200,9815
Alabama,2022-02-20,1273092,17933,3026281,10020,362,7978
Alabama,2022-02-27,1279364,18225,3033599,6272,292,7318
Alabama,2022-03-06,1282945,18480,3039266,3581,255,5667
Alabama,2022-03-13,1288999,18832,3043892,6054,352,4626
Alabama,2022-03-20,1291186,19038,3047990,2187,206,4098
Alabama,2022-03-27,1292508,19210,3051266,1322,172,3276
Alabama,2022-04-03,1295468,19313,3055443,2960,103,4177
Alabama,2022-04-10,1296730,19376,3059869,1262,63,4426
Alabama,2022-04-17,1297869,19502,3067702,1139,126,7833
Alabama,2022-04-24,1299137,19541,3071439,1268,39,3737
Alabama,2022-05-01,1300733,19567,3074526,1596,26,3087
Alabama,2022-05-08,1302397,19601,3077377,1664,34,2851
Alabama,2022-05-15,1304710,19628,3081121,2313,27,3744
Alabama,2022-05-22,1307883,19645,3084514,3173,17,3393
Alabama,2022-05-29,1312437,19658,3088354,4554,13,3840
Alabama,2022-06-05,1317029,19664,3091311,4592,6,2957
Alabama,2022-06-12,1325361,19692,3094436,8332,28,3125
Alabama,2022-06-19,1334981,19696,3096313,9620,4,1877
Alabama,2022-06-26,1346268,19729,3098404,11287,33,2091
Alabama,2022-07-03,1359051,19759,3102762,12783,30,4358
Alabama,2022-07-10,1373684,19786,3105321,14633,27,2559
Alabama,2022-07-17,1390333,19822,3109083,16649,36,3762
Alabama,2022-07-24,1407699,19872,3114035,17366,50,4952
Alabama,2022-07-31,1424411,19891,3119090,16712,19,5055
Alabama,2022-08-07,1436458,19974,3123070,12047,83,3980
Alabama,2022-08-14,1449812,20026,3127008,13354,52,3938
Alabama,2022-08-21,1463933,20041,3130184,14121,15,3176
Alabama,2022-08-28,1479605,20048,3132808,15672,7,2624
Alabama,2022-09-04,1494300,20160,3135199,14695,112,2391
Alabama,2022-09-11,1504180,20239,3136836,9880,79,1637
Alabama,2022-09-18,1512134,20322,3139166,7954,83,2330
Alabama,2022-09-25,1517904,20395,3141540,5770,73,2374
Alabama,2022-10-02,1522135,20422,3144023,4231,27,2483
Alabama,2022-10-09,1525724,20473,3146465,3589,51,2442
Alabama,2022-10-16,1528739,20505,3148955,3015,32,2490
Alabama,2022-10-23,1531305,20533,3151575,2566,28,2620
Alabama,2022-10-30,1534287,20558,3154393,2982,25,2818
Alabama,2022-11-06,1534287,20558,3157415,0,0,3022
Alabama,2022-11-13,1540329,20608,3159894,6042,50,2479
Alabama,2022-11-20,1542227,20617,3161944,1898,9,2050
Alabama,2022-11-27,1545099,20631,3164265,2872,14,2321
Alabama,2022-12-04,1549285,20652,3171595,4186,21,7330
Alabama,2022-12-11,1555092,20682,3173348,5807,30,1753
Alabama,2022-12-18,1561557,20704,3175322,6465,22,1974
Alabama,2022-12-25,1568934,20737,3177045,7377,33,1723
Alabama,2023-01-01,1568934,20737,3178492,0,0,1447
Alabama,2023-01-08,1587224,20776,3179484,18290,39,992
Alabama,2023-01-15,1596149,20820,3180917,8925,44,1433
Alabama,2023-01-22,1602891,20846,3182328,6742,26,1411
Alabama,2023-01-29,1610535,20870,3183439,7644,24,1111
Alabama,2023-02-05,1617850,20882,3184573,7315,12,1134
Alabama,2023-02-12,1627670,20892,3185414,9820,10,841
Alabama,2023-02-19,1633743,20899,3186211,6073,7,797
Alabama,2023-02-26,1638348,20932,3186861,4605,33,650
Alabama,2023-03-05,1642062,21001,3187500,3714,69,639
Alabama,2023-03-12,1644533,21032,3187500,2471,31,0
Alaska,2020-01-26,0,0,0,0,0,0
Alaska,2020-02-02,0,0,0,0,0,0
Alaska,2020-02-09,0,0,0,0,0,0
Alaska,2020-02-16,0,0,0,0,0,0
Alaska,2020-02-23,0,0,0,0,0,0
Alaska,2020-03-01,0,0,0,0,0,0
Alaska,2020-03-08,0,0,0,0,0,0
Alaska,2020-03-15,1,0,0,1,0,0
Alaska,2020-03-22,26,0,0,25,0,0
Alaska,2020-03-29,111,2,0,85,2,0
Alaska,2020-04-05,187,6,0,76,4,0
Alaska,2020-04-12,276,8,0,89,2,0
Alaska,2020-04-19,324,9,0,48,1,0
Alaska,2020-04-26,346,9,0,22,0,0
Alaska,2020-05-03,373,9,0,27,0,0
Alaska,2020-05-10,386,10,0,13,1,0
Alaska,2020-05-17,408,10,0,22,0,0
Alaska,2020-05-24,423,10,0,15,0,0
Alaska,2020-05-31,484,10,0,61,0,0
Alaska,2020-06-07,595,10,0,111,0,0
Alaska,2020-06-14,743,12,0,148,2,0
Alaska,2020-06-21,870,12,0,127,0,0
Alaska,2020-06-28,1070,14,0,200,2,0
Alaska,2020-07-05,1382,16,0,312,2,0
Alaska,2020-07-12,1784,17,0,402,1,0
Alaska,2020-07-19,2297,18,0,513,1,0
Alaska,2020-07-26,3143,20,0,846,2,0
Alaska,2020-08-02,4013,24,0,870,4,0
Alaska,2020-08-09,4523,26,0,510,2,0
Alaska,2020-08-16,5106,28,0,583,2,0
Alaska,2020-08-23,5619,32,0,513,4,0
Alaska,2020-08-30,6134,37,0,515,5,0
Alaska,2020-09-06,6678,42,0,544,5,0
Alaska,2020-09-13,7190,44,0,512,2,0
Alaska,2020-09-20,7789,45,0,599,1,0
Alaska,2020-09-27,8498,56,0,709,11,0
Alaska,2020-10-04,9412,59,0,914,3,0
Alaska,2020-10-11,10697,61,0,1285,2,0
Alaska,2020-10-18,12040,67,0,1343,6,0
Alaska,2020-10-25,14075,68,0,2035,1,0
Alaska,2020-11-01,16709,85,0,2634,17,0
Alaska,2020-11-08,19834,86,0,3125,1,0
Alaska,2020-11-15,23826,100,0,3992,14,0
Alaska,2020-11-22,27797,105,0,3971,5,0
Alaska,2020-11-29,32087,122,0,4290,17,0
Alaska,2020-12-06,37062,143,0,4975,21,0
Alaska,2020-12-13,41169,176,0,4107,33,0
Alaska,2020-12-20,43896,184,0,2727,8,0
Alaska,2020-12-27,45800,200,0,1904,16,0
Alaska,2021-01-03,48118,215,0,2318,15,0
Alaska,2021-01-10,50238,224,0,2120,9,0
Alaska,2021-01-17,51959,229,0,1721,5,0
Alaska,2021-01-24,53336,259,0,1377,30,0
Alaska,2021-01-31,54350,262,0,1014,3,0
Alaska,2021-02-07,55261,279,0,911,17,0
Alaska,2021-02-14,56411,282,122518,1150,3,122518
Alaska,2021-02-21,57406,289,148497,995,7,25979
Alaska,2021-02-28,58296,290,163739,890,1,15242
Alaska,2021-03-07,59335,305,178237,1039,15,14498
Alaska,2021-03-14,60267,306,197436,932,1,19199
Alaska,2021-03-21,61165,310,221157,898,4,23721
Alaska,2021-03-28,62264,313,242733,1099,3,21576
Alaska,2021-04-04,63501,313,254263,1237,0,11530
Alaska,2021-04-11,64782,313,268587,1281,0,14324
Alaska,2021-04-18,65921,334,288040,1139,21,19453
Alaska,2021-04-25,67059,334,299312,1138,0,11272
Alaska,2021-05-02,68148,347,307711,1089,13,8399
Alaska,2021-05-09,68880,349,312475,732,2,4764
Alaska,2021-05-16,69464,353,318593,584,4,6118
Alaska,2021-05-23,69902,369,328869,438,16,10276
Alaska,2021-05-30,70208,369,336394,306,0,7525
Alaska,2021-06-06,70469,369,340957,261,0,4563
Alaska,2021-06-13,70652,373,345283,183,4,4326
Alaska,2021-06-20,70875,373,349289,223,0,4006
Alaska,2021-06-27,71035,374,353979,160,1,4690
Alaska,2021-07-04,71384,377,363378,349,3,9399
Alaska,2021-07-11,71731,379,368156,347,2,4778
Alaska,2021-07-18,72440,381,371162,709,2,3006
Alaska,2021-07-25,73818,384,372902,1378,3,1740
Alaska,2021-08-01,75486,389,376882,1668,5,3980
Alaska,2021-08-08,77586,398,381470,2100,9,4588
Alaska,2021-08-15,79823,403,384971,2237,5,3501
Alaska,2021-08-22,83156,414,389526,3333,11,4555
Alaska,2021-08-29,86753,438,394238,3597,24,4712
Alaska,2021-09-05,90642,448,400061,3889,10,5823
Alaska,2021-09-12,95175,458,407729,4533,10,7668
Alaska,2021-09-19,100360,469,412682,5185,11,4953
Alaska,2021-09-26,107679,532,415735,7319,63,3053
Alaska,2021-10-03,115703,578,420423,8024,46,4688
Alaska,2021-10-10,121348,592,423561,5645,14,3138
Alaska,2021-10-17,127767,617,426807,6419,25,3246
Alaska,2021-10-24,133272,698,431007,5505,81,4200
Alaska,2021-10-31,137887,725,434722,4615,27,3715
Alaska,2021-11-07,142118,741,438100,4231,16,3378
Alaska,2021-11-14,145167,831,444240,3049,90,6140
Alaska,2021-11-21,148083,862,452720,2916,31,8480
Alaska,2021-11-28,150087,877,455580,2004,15,2860
Alaska,2021-12-05,151984,883,463701,1897,6,8121
Alaska,2021-12-12,153425,886,467984,1441,3,4283
Alaska,2021-12-19,154639,946,471208,1214,60,3224
Alaska,2021-12-26,155294,976,473580,655,30,2372
Alaska,2022-01-02,157169,978,476151,1875,2,2571
Alaska,2022-01-09,165353,980,479004,8184,2,2853
Alaska,2022-01-16,178618,987,482103,13265,7,3099
Alaska,2022-01-23,195345,1051,494242,16727,64,12139
Alaska,2022-01-30,212396,1085,496171,17051,34,1929
Alaska,2022-02-06,224912,1093,497541,12516,8,1370
Alaska,2022-02-13,232102,1114,499154,7190,21,1613
Alaska,2022-02-20,235956,1141,500156,3854,27,1002
Alaska,2022-02-27,238683,1163,500935,2727,22,779
Alaska,2022-03-06,240789,1191,502151,2106,28,1216
Alaska,2022-03-13,243397,1201,504281,2608,10,2130
Alaska,2022-03-20,244887,1202,505018,1490,1,737
Alaska,2022-03-27,245832,1222,505993,945,20,975
Alaska,2022-04-03,247739,1228,507243,1907,6,1250
Alaska,2022-04-10,248675,1228,507903,936,0,660
Alaska,2022-04-17,249978,1235,508934,1303,7,1031
Alaska,2022-04-24,251506,1248,509874,1528,13,940
Alaska,2022-05-01,253002,1252,510557,1496,4,683
Alaska,2022-05-08,254466,1253,511213,1464,1,656
Alaska,2022-05-15,256089,1268,511292,1623,15,-418
Alaska,2022-05-22,258039,1286,511351,1950,18,556
Alaska,2022-05-29,260059,1286,512283,2020,-1,932
Alaska,2022-06-05,262071,1285,512862,2012,0,579
Alaska,2022-06-12,264556,1285,513214,2485,0,352
Alaska,2022-06-19,266731,1285,513559,2175,0,345
Alaska,2022-06-26,269311,1285,513906,2580,0,347
Alaska,2022-07-03,272415,1285,516760,3104,0,2854
Alaska,2022-07-10,275322,1285,517683,2907,0,923
Alaska,2022-07-17,278318,1309,518415,2996,24,732
Alaska,2022-07-24,281203,1309,519269,2885,0,854
Alaska,2022-07-31,283643,1309,519899,2440,0,630
Alaska,2022-08-07,286803,1309,520599,3160,0,700
Alaska,2022-08-14,289032,1330,521311,2229,21,712
Alaska,2022-08-21,290881,1330,521401,1849,0,90
Alaska,2022-08-28,293076,1338,522459,2195,8,1058
Alaska,2022-09-04,294498,1338,523022,1422,0,563
Alaska,2022-09-11,295596,1338,523065,1098,0,43
Alaska,2022-09-18,296805,1364,523872,1209,26,807
Alaska,2022-09-25,297562,1364,524501,757,0,629
Alaska,2022-10-02,298178,1364,525140,616,0,639
Alaska,2022-10-09,298869,1393,525291,691,29,151
Alaska,2022-10-16,299434,1393,526106,565,0,815
Alaska,2022-10-23,299790,1393,526817,356,0,711
Alaska,2022-10-30,300177,1413,527596,387,20,779
Alaska,2022-11-06,300544,1413,528402,367,0,806
Alaska,2022-11-13,300544,1413,529086,-1893,0,684
Alaska,2022-11-20,299041,1436,529764,390,23,678
Alaska,2022-11-27,299471,1436,530299,430,0,535
Alaska,2022-12-04,299869,1436,530653,398,0,354
Alaska,2022-12-11,300365,1436,531132,496,0,479
Alaska,2022-12-18,300719,1436,531514,354,0,382
Alaska,2022-12-25,301099,1455,531886,380,19,372
Alaska,2023-01-01,301432,1455,532210,333,0,324
Alaska,2023-01-08,301803,1455,532458,371,0,248
Alaska,2023-01-15,302272,1455,532770,469,0,312
Alaska,2023-01-22,302921,1455,533079,649,0,309
Alaska,2023-01-29,303575,1473,533323,654,18,244
Alaska,2023-02-05,304368,1473,533555,793,0,232
Alaska,2023-02-12,305060,1473,533783,692,0,228
Alaska,2023-02-19,305846,1473,533981,786,0,198
Alaska,2023-02-26,306623,1486,534252,777,13,271
Alaska,2023-03-05,307073,1486,534386,450,0,134
Alaska,2023-03-12,307655,1486,534386,582,0,0
American Samoa,2020-01-26,0,0,0,0,0,0
American Samoa,2020-02-02,0,0,0,0,0,0
American Samoa,2020-02-09,0,0,0,0,0,0
American Samoa,2020-02-16,0,0,0,0,0,0
American Samoa,2020-02-23,0,0,0,0,0,0
American Samoa,2020-03-01,0,0,0,0,0,0
American Samoa,2020-03-08,0,0,0,0,0,0
American Samoa,2020-03-15,0,0,0,0,0,0
American Samoa,2020-03-22,0,0,0,0,0,0
American Samoa,2020-03-29,0,0,0,0,0,0
American Samoa,2020-04-05,0,0,0,0,0,0
American Samoa,2020-04-12,0,0,0,0,0,0
American Samoa,2020-04-19,0,0,0,0,0,0
American Samoa,2020-04-26,0,0,0,0,0,0
American Samoa,2020-05-03,0,0,0,0,0,0
American Samoa,2020-05-10,0,0,0,0,0,0
American Samoa,2020-05-17,0,0,0,0,0,0
American Samoa,2020-05-24,0,0,0,0,0,0
American Samoa,2020-05-31,0,0,0,0,0,0
American Samoa,2020-06-07,0,0,0,0,0,0
American Samoa,2020-06-14,0,0,0,0,0,0
American Samoa,2020-06-21,0,0,0,0,0,0
American Samoa,2020-06-28,0,0,0,0,0,0
American Samoa,2020-07-05,0,0,0,0,0,0
American Samoa,2020-07-12,0,0,0,0,0,0
American Samoa,2020-07-19,0,0,0,0,0,0
American Samoa,2020-07-26,0,0,0,0,0,0
American Samoa,2020-08-02,0,0,0,0,0,0
American Samoa,2020-08-09,0,0,0,0,0,0
American Samoa,2020-08-16,0,0,0,0,0,0
American Samoa,2020-08-23,0,0,0,0,0,0
American Samoa,2020-08-30,0,0,0,0,0,0
American Samoa,2020-09-06,0,0,0,0,0,0
American Samoa,2020-09-13,0,0,0,0,0,0
American Samoa,2020-09-20,0,0,0,0,0,0
American Samoa,2020-09-27,0,0,0,0,0,0
American Samoa,2020-10-04,0,0,0,0,0,0
American Samoa,2020-10-11,0,0,0,0,0,0
American Samoa,2020-10-18,0,0,0,0,0,0
American Samoa,2020-10-25,0,0,0,0,0,0
American Samoa,2020-11-01,0,0,0,0,0,0
American Samoa,2020-11-08,0,0,0,0,0,0
American Samoa,2020-11-15,0,0,0,0,0,0
American Samoa,2020-11-22,0,0,0,0,0,0
American Samoa,2020-11-29,0,0,0,0,0,0
American Samoa,2020-12-06,0,0,0,0,0,0
American Samoa,2020-12-13,0,0,0,0,0,0
American Samoa,2020-12-20,0,0,0,0,0,0
American Samoa,2020-12-27,0,0,0,0,0,0
American Samoa,2021-01-03,0,0,0,0,0,0
American Samoa,2021-01-10,0,0,0,0,0,0
American Samoa,2021-01-17,0,0,0,0,0,0
American Samoa,2021-01-24,0,0,0,0,0,0
American Samoa,2021-01-31,0,0,0,0,0,0
American Samoa,2021-02-07,0,0,0,0,0,0
American Samoa,2021-02-14,0,0,10081,0,0,10081
American Samoa,2021-02-21,0,0,10904,0,0,823
American Samoa,2021-02-28,0,0,12354,0,0,1450
American Samoa,2021-03-07,0,0,13468,0,0,1114
American Samoa,2021-03-14,0,0,15085,0,0,1614
American Samoa,2021-03-21,0,0,15384,0,0,302
American Samoa,2021-03-28,0,0,17567,0,0,2183
American Samoa,2021-04-04,0,0,18097,0,0,530
American Samoa,2021-04-11,0,0,18895,0,0,798
American Samoa,2021-04-18,0,0,20248,0,0,1353
American Samoa,2021-04-25,0,0,20902,0,0,654
American Samoa,2021-05-02,0,0,21732,0,0,830
American Samoa,2021-05-09,0,0,22122,0,0,390
American Samoa,2021-05-16,0,0,22498,0,0,376
American Samoa,2021-05-23,0,0,23160,0,0,662
American Samoa,2021-05-30,0,0,23419,0,0,259
American Samoa,2021-06-06,0,0,23982,0,0,563
American Samoa,2021-06-13,0,0,24160,0,0,178
American Samoa,2021-06-20,0,0,24917,0,0,757
American Samoa,2021-06-27,0,0,25507,0,0,590
American Samoa,2021-07-04,0,0,26088,0,0,581
American Samoa,2021-07-11,0,0,26735,0,0,647
American Samoa,2021-07-18,0,0,27509,0,0,774
American Samoa,2021-07-25,0,0,27980,0,0,471
American Samoa,2021-08-01,0,0,28922,0,0,942
American Samoa,2021-08-08,0,0,29366,0,0,444
American Samoa,2021-08-15,0,0,29749,0,0,383
American Samoa,2021-08-22,0,0,30318,0,0,569
American Samoa,2021-08-29,0,0,30600,0,0,282
American Samoa,2021-09-05,0,0,31480,0,0,880
American Samoa,2021-09-12,0,0,32387,0,0,907
American Samoa,2021-09-19,1,0,32610,1,0,223
American Samoa,2021-09-26,1,0,33695,0,0,1085
American Samoa,2021-10-03,1,0,34269,0,0,574
American Samoa,2021-10-10,3,0,34619,2,0,350
American Samoa,2021-10-17,3,0,34726,0,0,107
American Samoa,2021-10-24,4,0,35202,1,0,476
American Samoa,2021-10-31,4,0,35238,0,0,36
American Samoa,2021-11-07,4,0,35288,0,0,50
American Samoa,2021-11-14,5,0,35380,1,0,92
American Samoa,2021-11-21,5,0,35398,0,0,18
American Samoa,2021-11-28,5,0,35518,0,0,120
American Samoa,2021-12-05,10,0,37060,5,0,1542
American Samoa,2021-12-12,10,0,39005,0,0,1945
American Samoa,2021-12-19,10,0,39713,0,0,708
American Samoa,2021-12-26,11,0,40242,1,0,529
American Samoa,2022-01-02,11,0,40255,0,0,13
American Samoa,2022-01-09,18,0,41246,7,0,991
American Samoa,2022-01-16,18,0,41820,0,0,574
American Samoa,2022-01-23,18,0,42037,0,0,217
American Samoa,2022-01-30,18,0,42096,0,0,59
American Samoa,2022-02-06,39,0,42241,21,0,145
American Samoa,2022-02-13,57,0,42479,18,0,238
American Samoa,2022-02-20,57,0,42575,0,0,96
American Samoa,2022-02-27,84,0,42783,27,0,208
American Samoa,2022-03-06,196,0,43143,112,0,360
American Samoa,2022-03-13,443,0,43913,247,0,770
American Samoa,2022-03-20,1066,0,44359,623,0,446
American Samoa,2022-03-27,2262,1,44602,1196,1,243
American Samoa,2022-04-03,3817,4,44726,1555,3,124
American Samoa,2022-04-10,5018,8,44951,1201,4,225
American Samoa,2022-04-17,5536,18,45033,518,10,82
American Samoa,2022-04-24,5708,22,45076,172,4,43
American Samoa,2022-05-01,5822,26,45155,114,4,79
American Samoa,2022-05-08,5923,28,45261,101,2,106
American Samoa,2022-05-15,5999,30,45322,76,2,61
American Samoa,2022-05-22,6072,30,45367,73,0,45
American Samoa,2022-05-29,6130,31,45393,58,1,26
American Samoa,2022-06-05,6192,31,45431,62,0,38
American Samoa,2022-06-12,6192,31,45456,0,0,25
American Samoa,2022-06-19,6342,31,45464,150,0,8
American Samoa,2022-06-26,6414,31,45465,72,0,1
American Samoa,2022-07-03,6505,31,45510,91,0,45
American Samoa,2022-07-10,6505,31,45550,0,0,40
American Samoa,2022-07-17,7144,32,45569,639,1,19
American Samoa,2022-07-24,7471,33,45595,327,1,26
American Samoa,2022-07-31,7471,33,45639,0,0,44
American Samoa,2022-08-07,7952,33,45701,481,0,62
American Samoa,2022-08-14,8042,33,45758,90,0,57
American Samoa,2022-08-21,8042,33,45798,0,0,40
American Samoa,2022-08-28,8168,34,45826,126,1,28
American Samoa,2022-09-04,8168,34,45880,0,0,54
American Samoa,2022-09-11,8217,34,45924,49,0,44
American Samoa,2022-09-18,8217,34,45924,0,0,0
American Samoa,2022-09-25,8244,34,45940,27,0,16
American Samoa,2022-10-02,8247,34,45977,3,0,37
American Samoa,2022-10-09,8250,34,45997,3,0,20
American Samoa,2022-10-16,8251,34,46004,1,0,7
American Samoa,2022-10-23,8251,34,46014,0,0,10
American Samoa,2022-10-30,8257,34,46025,6,0,11
American Samoa,2022-11-06,8257,34,46025,0,0,-40
American Samoa,2022-11-13,8260,34,45991,3,0,6
American Samoa,2022-11-20,8262,34,45992,2,0,1
American Samoa,2022-11-27,8262,34,45997,0,0,5
American Samoa,2022-12-04,8263,34,46001,1,0,4
American Samoa,2022-12-11,8265,34,46111,2,0,110
American Samoa,2022-12-18,8265,34,46120,0,0,9
American Samoa,2022-12-25,8266,34,46134,1,0,14
American Samoa,2023-01-01,8266,34,46141,0,0,7
American Samoa,2023-01-08,8302,34,46141,36,0,0
American Samoa,2023-01-15,8309,34,46149,7,0,8
American Samoa,2023-01-22,8317,34,46151,8,0,2
American Samoa,2023-01-29,8320,34,46152,3,0,1
American Samoa,2023-02-05,8320,34,46175,0,0,23
American Samoa,2023-02-12,8320,34,46179,0,0,4
American Samoa,2023-02-19,8320,34,46188,0,0,9
American Samoa,2023-02-26,8320,34,46190,0,0,2
American Samoa,2023-03-05,8320,34,46195,0,0,5
American Samoa,2023-03-12,8320,34,46195,0,0,0
Arizona,2020-01-26,1,0,0,1,0,0
Arizona,2020-02-02,1,0,0,0,0,0
Arizona,2020-02-09,1,0,0,0,0,0
Arizona,2020-02-16,1,0,0,0,0,0
Arizona,2020-02-23,1,0,0,0,0,0
Arizona,2020-03-01,1,0,0,0,0,0
Arizona,2020-03-08,4,0,0,3,0,0
Arizona,2020-03-15,12,0,0,8,0,0
Arizona,2020-03-22,152,2,0,140,2,0
Arizona,2020-03-29,919,17,0,767,15,0
Arizona,2020-04-05,2269,64,0,1350,47,0
Arizona,2020-04-12,3542,125,0,1273,61,0
Arizona,2020-04-19,4933,184,0,1391,59,0
Arizona,2020-04-26,6534,275,0,1601,91,0
Arizona,2020-05-03,8640,362,0,2106,87,0
Arizona,2020-05-10,11119,536,0,2479,174,0
Arizona,2020-05-17,13945,680,0,2826,144,0
Arizona,2020-05-24,16377,801,0,2432,121,0
Arizona,2020-05-31,19936,907,0,3559,106,0
Arizona,2020-06-07,26989,1051,0,7053,144,0
